rocket_id,design_id,regime_label,p_unstable,servo_slew_deg_s,exp4_full_go,exp1_go,baseline_agrees,n_decision_flips,candidate_false_optimism,candidate_false_pessimism,needs_paired_run,decision_flip_wind,decision_flip_slew,decision_flip_sensor_noise,decision_flip_backlash,decision_flip_thrust_var,decision_flip_latency,decision_flip_deadband
R0241,241,FRAGILE,0.5156525540083837,90.91464755382604,True,True,True,0,False,False,False,0,0,0,0,0,0,0
R0242,242,INFEASIBLE,1.7084271816377157,68.69807737470316,False,False,True,2,True,False,True,0,1,1,0,0,0,0
R0243,243,FRAGILE,0.8207592525344831,20.85796692675188,True,True,True,0,False,False,False,0,0,0,0,0,0,0
R0244,244,EASY,0.948365852785326,57.48657952643168,True,True,True,0,False,False,False,0,0,0,0,0,0,0
R0245,245,FRAGILE,1.3563226628400598,41.361097226192456,False,True,False,5,False,True,True,1,1,1,1,1,0,0
R0246,246,FRAGILE,0.8987351385797225,111.0562995279882,False,True,False,2,False,True,True,1,0,1,0,0,0,0
R0247,247,FRAGILE,0.7919586322000804,22.31267108402826,True,True,True,1,False,False,True,0,0,0,0,0,1,0
R0248,248,EASY,0.9511045491706744,38.87757221358565,True,True,True,0,False,False,False,0,0,0,0,0,0,0
R0249,249,EASY,0.9824546402015948,118.32504086309454,True,True,True,0,False,False,False,0,0,0,0,0,0,0
R0250,250,FRAGILE,1.0317220410766783,97.45308243665949,True,True,True,0,False,False,False,0,0,0,0,0,0,0
R0251,251,FRAGILE,0.6370207342531641,27.36750123147975,True,True,True,1,False,False,True,0,0,0,0,0,0,1
R0252,252,EASY,0.4023318754675229,94.97281977983305,True,True,True,0,False,False,False,0,0,0,0,0,0,0
R0253,253,INFEASIBLE,1.5265253416240552,43.68417450152204,False,False,True,3,True,False,True,1,1,1,0,0,0,0
R0254,254,FRAGILE,1.5064557745498095,109.01960631507151,True,True,True,2,False,False,True,0,1,0,1,0,0,0
R0255,255,FRAGILE,1.92428348752726,117.86544948172896,False,True,False,3,False,True,True,1,1,1,0,0,0,0
R0256,256,EASY,1.3867999362817445,117.79919157695424,True,True,True,0,False,False,False,0,0,0,0,0,0,0
R0257,257,FRAGILE,3.164481334738248,72.94926601589952,False,True,False,1,False,True,True,0,0,1,0,0,0,0
R0258,258,FRAGILE,0.7106632571507993,52.5104314038105,True,True,True,1,False,False,True,0,1,0,0,0,0,0
R0259,259,INFEASIBLE,2.4068624517060844,23.08671839397373,False,False,True,3,True,False,True,1,1,1,0,0,0,0
R0260,260,EASY,0.6748849496672059,74.12905842347138,True,True,True,0,False,False,False,0,0,0,0,0,0,0
R0261,261,FRAGILE,0.8958829334594626,48.5381884523614,True,True,True,0,False,False,False,0,0,0,0,0,0,0
R0262,262,INFEASIBLE,1.783929549397858,40.7685910787536,False,False,True,2,True,False,True,1,0,1,0,0,0,0
R0263,263,FRAGILE,0.8843883000830116,61.49993128193045,True,True,True,1,False,False,True,0,1,0,0,0,0,0
R0264,264,EASY,0.4336238509192321,112.98811905980608,True,True,True,2,False,False,True,0,1,0,0,0,1,0
R0265,265,FRAGILE,1.1452744128993213,34.94349903715235,True,True,True,1,False,False,True,0,1,0,0,0,0,0
R0266,266,INFEASIBLE,1.976532998389605,28.522749091169885,False,False,True,2,True,False,True,1,0,1,0,0,0,0
R0267,267,EASY,1.2854576677579388,58.15380802343977,True,True,True,0,False,False,False,0,0,0,0,0,0,0
R0268,268,INFEASIBLE,2.559666728047945,53.47069146742914,False,False,True,3,True,False,True,1,1,1,0,0,0,0
R0269,269,FRAGILE,2.064623030189267,77.60333946686717,False,True,False,4,False,True,True,1,1,1,1,0,0,0
R0270,270,EASY,1.0861360490541334,118.15297888439548,False,True,False,2,False,True,True,1,0,1,0,0,0,0
R0271,271,EASY,1.6055832303259354,115.55453858401752,False,True,False,4,False,True,True,1,1,1,0,0,0,1
R0272,272,EASY,0.4982804032483214,46.619556954416254,True,True,True,0,False,False,False,0,0,0,0,0,0,0
R0273,273,FRAGILE,1.019771536174256,98.25335989840217,False,True,False,6,False,True,True,1,0,1,1,1,1,1
R0274,274,FRAGILE,0.862085022299461,97.81036374574306,True,True,True,1,False,False,True,0,1,0,0,0,0,0
R0275,275,EASY,0.5399022076280847,110.04275149314124,False,True,False,4,False,True,True,1,0,1,0,1,1,0
R0276,276,FRAGILE,1.0367975857834086,85.32817621024788,True,True,True,1,False,False,True,0,0,0,1,0,0,0
R0277,277,FRAGILE,0.5729250743799454,22.576203529915134,True,True,True,0,False,False,False,0,0,0,0,0,0,0
R0278,278,INFEASIBLE,1.834565840199072,45.08798786277829,False,False,True,2,True,False,True,1,0,1,0,0,0,0
R0279,279,INFEASIBLE,2.494591012337862,26.23686654055929,False,False,True,3,True,False,True,1,1,1,0,0,0,0
R0280,280,FRAGILE,1.7609821137867068,27.542042388227607,False,True,False,4,False,True,True,1,1,1,1,0,0,0
R0281,281,EASY,0.6212453749602321,43.608829582234485,True,True,True,0,False,False,False,0,0,0,0,0,0,0
R0282,282,EASY,0.7227355928656144,75.79542289772213,True,True,True,0,False,False,False,0,0,0,0,0,0,0
R0283,283,FRAGILE,1.625832310278979,40.405142749875495,False,True,False,3,False,True,True,1,0,1,1,0,0,0
R0284,284,EASY,0.3195224508270607,98.3730480126796,False,True,False,4,False,True,True,1,0,1,1,0,0,1
R0285,285,EASY,0.9745604385814916,55.30837395914378,True,True,True,1,False,False,True,0,1,0,0,0,0,0
R0286,286,EASY,1.2103843036433175,27.4928033604582,True,True,True,0,False,False,False,0,0,0,0,0,0,0
R0287,287,FRAGILE,1.674791715707362,82.5827428871525,False,True,False,4,False,True,True,1,1,1,1,0,0,0
R0288,288,EASY,1.6796048183408274,63.44234336169443,False,True,False,3,False,True,True,1,1,1,0,0,0,0
R0289,289,FRAGILE,0.8198046197033614,91.33277368465303,True,True,True,1,False,False,True,0,0,0,1,0,0,0
R0290,290,FRAGILE,0.6575781668862072,45.370610702950216,True,True,True,0,False,False,False,0,0,0,0,0,0,0
R0291,291,FRAGILE,0.7837417538931069,78.44363385194023,True,True,True,0,False,False,False,0,0,0,0,0,0,0
R0292,292,INFEASIBLE,1.711860358926687,47.46732979484485,False,False,True,2,True,False,True,1,0,1,0,0,0,0
R0293,293,FRAGILE,1.2948941289536011,94.33674388849334,True,True,True,0,False,False,False,0,0,0,0,0,0,0
R0294,294,FRAGILE,0.574087241857267,103.32419534173404,True,True,True,1,False,False,True,0,1,0,0,0,0,0
R0295,295,EASY,1.0188698860891003,58.19123950450006,True,True,True,0,False,False,False,0,0,0,0,0,0,0
R0296,296,EASY,1.800183063587865,21.45999332706712,True,True,True,1,False,False,True,0,0,0,0,0,1,0
R0297,297,FRAGILE,0.6323743405481745,20.28144238797033,True,True,True,0,False,False,False,0,0,0,0,0,0,0
R0298,298,FRAGILE,1.2046253503887874,85.01983765178633,True,True,True,2,False,False,True,0,0,0,1,1,0,0
R0299,299,EASY,0.983785980519476,105.2998584353748,True,True,True,1,False,False,True,0,1,0,0,0,0,0
R0300,300,INFEASIBLE,1.9407728081265263,21.91296689192412,False,False,True,1,True,False,True,0,0,1,0,0,0,0
R0301,301,EASY,0.8835016283830013,70.40473360518808,True,True,True,1,False,False,True,0,0,0,1,0,0,0
R0302,302,EASY,1.037514272924081,99.38995132812916,True,True,True,0,False,False,False,0,0,0,0,0,0,0
R0303,303,EASY,2.0882358851284235,99.99113427641564,False,True,False,6,False,True,True,0,1,1,1,1,1,1
R0304,304,FRAGILE,0.6978435595194888,90.0986805537228,True,True,True,2,False,False,True,0,1,0,1,0,0,0
R0305,305,FRAGILE,1.4120977092211775,44.14019539826623,True,True,True,1,False,False,True,0,0,0,0,0,1,0
R0306,306,FRAGILE,1.892137454476789,84.39906491713016,True,True,True,3,False,False,True,0,1,0,0,0,1,1
R0307,307,INFEASIBLE,2.0071438736394667,83.97681980967565,False,False,True,3,True,False,True,1,1,1,0,0,0,0
R0308,308,FRAGILE,0.6156051819273706,101.74675743160216,True,True,True,2,False,False,True,0,0,0,1,0,1,0
R0309,309,FRAGILE,1.497940653577048,86.1188287078515,False,True,False,1,False,True,True,0,0,1,0,0,0,0
R0310,310,INFEASIBLE,2.3285000401032785,50.51231840041605,False,False,True,1,True,False,True,0,0,1,0,0,0,0
R0311,311,EASY,0.7024678120942606,85.33650949155262,True,True,True,0,False,False,False,0,0,0,0,0,0,0
R0312,312,FRAGILE,2.662401482485452,113.0170170829329,False,True,False,2,False,True,True,0,1,1,0,0,0,0
R0313,313,FRAGILE,1.6156416944604188,63.90959512970375,True,True,True,0,False,False,False,0,0,0,0,0,0,0
R0314,314,EASY,1.0093289714932725,65.90930081371522,True,True,True,0,False,False,False,0,0,0,0,0,0,0
R0315,315,FRAGILE,0.8749340918477814,73.10063124163872,False,True,False,5,False,True,True,1,0,1,1,1,0,1
R0316,316,FRAGILE,1.313998234842196,108.66998116628974,True,True,True,1,False,False,True,0,1,0,0,0,0,0
R0317,317,FRAGILE,0.4822189569485644,62.13205988218844,True,True,True,1,False,False,True,0,1,0,0,0,0,0
R0318,318,FRAGILE,0.5598890301763999,119.53602032359656,False,True,False,3,False,True,True,1,0,1,0,0,1,0
R0319,319,EASY,2.089755451276801,100.53847126672224,False,True,False,3,False,True,True,1,1,1,0,0,0,0
R0320,320,FRAGILE,0.4961362221914459,64.97580756194102,True,True,True,0,False,False,False,0,0,0,0,0,0,0
R0321,321,INFEASIBLE,2.387860344874769,75.52230674037372,False,False,True,2,True,False,True,1,0,1,0,0,0,0
R0322,322,EASY,0.5156049522999572,78.19114632402639,False,True,False,4,False,True,True,1,0,1,0,0,1,1
R0323,323,EASY,0.3981701418300377,63.7191143115412,True,True,True,2,False,False,True,0,1,0,1,0,0,0
R0324,324,FRAGILE,1.2534382240551838,85.52392614238065,True,True,True,2,False,False,True,0,1,0,1,0,0,0
R0325,325,FRAGILE,2.516695918585476,100.92294840179306,False,True,False,3,False,True,True,1,1,1,0,0,0,0
R0326,326,INFEASIBLE,1.7346380907456662,22.43225788769202,False,False,True,3,True,False,True,1,1,1,0,0,0,0
R0327,327,FRAGILE,1.560921160743398,70.44496157122413,False,True,False,4,False,True,True,1,1,1,1,0,0,0
R0328,328,FRAGILE,0.7728115097794023,88.12238098565233,False,True,False,5,False,True,True,1,0,1,0,1,1,1
R0329,329,FRAGILE,1.898928842625584,63.81742623778565,False,True,False,3,False,True,True,1,0,1,1,0,0,0
R0330,330,EASY,0.7007859559469237,106.7442550873556,False,True,False,7,False,True,True,1,1,1,1,1,1,1
R0331,331,FRAGILE,1.1197545129322906,66.87516937010179,True,True,True,0,False,False,False,0,0,0,0,0,0,0
R0332,332,EASY,0.985192414835844,88.4588763201864,True,True,True,1,False,False,True,0,1,0,0,0,0,0
R0333,333,EASY,1.0424725253351008,52.00169819323964,True,True,True,0,False,False,False,0,0,0,0,0,0,0
R0334,334,EASY,0.426858085161559,81.59567767868779,True,True,True,0,False,False,False,0,0,0,0,0,0,0
R0335,335,INFEASIBLE,1.5409381975982683,37.78623765727534,False,False,True,2,True,False,True,1,0,1,0,0,0,0
R0336,336,INFEASIBLE,2.0941994918267883,49.86233647116391,False,False,True,3,True,False,True,1,1,1,0,0,0,0
R0337,337,FRAGILE,1.6163279815496472,38.30176312025225,True,True,True,1,False,False,True,0,0,0,0,0,0,1
R0338,338,FRAGILE,1.8518169172225365,107.4208664130916,True,True,True,3,False,False,True,0,1,0,1,0,1,0
R0339,339,INFEASIBLE,1.6190423495172948,52.4865374394624,False,False,True,3,True,False,True,1,1,1,0,0,0,0
R0340,340,EASY,2.186678305070375,46.24757736548594,False,True,False,4,False,True,True,1,1,1,0,0,0,1
R0341,341,INFEASIBLE,2.148821844457179,51.78839366814554,False,False,True,1,True,False,True,0,0,1,0,0,0,0
R0342,342,INFEASIBLE,0.9367069826109452,28.859437170121545,False,False,True,3,True,False,True,1,1,1,0,0,0,0
R0343,343,INFEASIBLE,2.46516829467438,51.3898648051484,False,False,True,2,True,False,True,1,0,1,0,0,0,0
R0344,344,FRAGILE,1.824277970783464,52.25941341497246,False,True,False,4,False,True,True,1,1,1,0,1,0,0
R0345,345,FRAGILE,1.0350468854064132,23.87422497389793,True,True,True,0,False,False,False,0,0,0,0,0,0,0
R0346,346,FRAGILE,0.5255929500864747,78.33072991841745,False,True,False,4,False,True,True,1,0,1,1,1,0,0
R0347,347,INFEASIBLE,2.741061974807675,102.46242293772367,False,False,True,3,True,False,True,1,1,1,0,0,0,0
R0348,348,EASY,1.239274923933134,63.00316546968176,True,True,True,1,False,False,True,0,1,0,0,0,0,0
R0349,349,FRAGILE,1.2367580910684275,34.52504802413981,False,True,False,5,False,True,True,1,1,1,1,1,0,0
R0350,350,INFEASIBLE,0.676073686317124,31.39335035094405,False,False,True,3,True,False,True,1,0,1,1,0,0,0
R0351,351,EASY,0.7110060026033765,47.40082825944933,True,True,True,0,False,False,False,0,0,0,0,0,0,0
R0352,352,FRAGILE,0.4812483247624445,42.585342117309885,True,True,True,1,False,False,True,0,0,0,1,0,0,0
R0353,353,INFEASIBLE,2.138990811239767,80.58531659463682,False,False,True,2,True,False,True,1,0,1,0,0,0,0
R0354,354,EASY,0.5411324051764947,110.71030962140968,True,True,True,1,False,False,True,0,1,0,0,0,0,0
R0355,355,INFEASIBLE,0.7852945781267828,30.26281820588792,False,False,True,3,True,False,True,1,1,1,0,0,0,0
R0356,356,EASY,0.9065173005646762,41.29809032141309,True,True,True,0,False,False,False,0,0,0,0,0,0,0
R0357,357,FRAGILE,1.9720429117142853,102.72590805990046,True,True,True,3,False,False,True,0,1,0,1,0,1,0
R0358,358,INFEASIBLE,1.834807266793541,54.07630459213014,False,False,True,2,True,False,True,1,0,1,0,0,0,0
R0359,359,EASY,0.92433042474343,102.58355743812112,True,True,True,1,False,False,True,0,0,0,0,1,0,0
R0360,360,FRAGILE,1.1656602814240773,43.24974490792799,True,True,True,0,False,False,False,0,0,0,0,0,0,0
R0361,361,EASY,1.4209488382496018,49.74509991184805,True,True,True,1,False,False,True,0,0,0,1,0,0,0
R0362,362,EASY,0.4490240157639479,111.70739414671368,True,True,True,0,False,False,False,0,0,0,0,0,0,0
R0363,363,EASY,1.314234413502941,39.06809140133444,True,True,True,1,False,False,True,0,0,0,1,0,0,0
R0364,364,INFEASIBLE,1.6822617105470927,88.27837772708288,False,False,True,2,True,False,True,1,0,1,0,0,0,0
R0365,365,EASY,1.6589094072252624,95.1174552159512,True,True,True,1,False,False,True,0,0,0,1,0,0,0
R0366,366,FRAGILE,1.4524875468501302,46.72472928182101,True,True,True,2,False,False,True,0,1,0,1,0,0,0
R0367,367,FRAGILE,0.4330713088408758,61.65358238965402,True,True,True,0,False,False,False,0,0,0,0,0,0,0
R0368,368,FRAGILE,0.4790907143150197,59.55239329270761,False,True,False,7,False,True,True,1,1,1,1,1,1,1
R0369,369,FRAGILE,1.8637093594479035,79.36553383852365,False,True,False,4,False,True,True,1,1,1,0,0,0,1
R0370,370,EASY,0.3256167335673554,75.70201386511818,True,True,True,0,False,False,False,0,0,0,0,0,0,0
R0371,371,FRAGILE,1.4672803047721463,88.7182209248677,False,True,False,4,False,True,True,1,1,1,1,0,0,0
R0372,372,EASY,1.732876367387544,64.07958821637422,True,True,True,0,False,False,False,0,0,0,0,0,0,0
R0373,373,EASY,1.9510788090492024,64.67453188357771,True,True,True,1,False,False,True,0,0,0,1,0,0,0
R0374,374,EASY,1.1414841517788743,58.85079889430454,True,True,True,1,False,False,True,0,0,0,1,0,0,0
R0375,375,FRAGILE,1.3415116723372762,68.47738432226458,False,True,False,6,False,True,True,1,1,1,1,1,0,1
R0376,376,FRAGILE,1.699251116566484,116.2156953587392,False,True,False,2,False,True,True,0,1,1,0,0,0,0
R0377,377,FRAGILE,1.6378285933818406,107.35306774313372,True,True,True,2,False,False,True,0,1,0,0,0,1,0
R0378,378,EASY,0.4724067780408069,38.7691158889468,True,True,True,0,False,False,False,0,0,0,0,0,0,0
R0379,379,EASY,1.993465753065713,94.83419512527736,True,True,True,0,False,False,False,0,0,0,0,0,0,0
R0380,380,INFEASIBLE,0.933424443034482,26.06246861675085,False,False,True,2,True,False,True,1,0,1,0,0,0,0
R0381,381,FRAGILE,2.696421948204418,94.43708113520827,False,True,False,2,False,True,True,1,0,1,0,0,0,0
R0382,382,FRAGILE,2.101002000265015,106.62589757773416,True,True,True,3,False,False,True,0,0,0,1,1,0,1
R0383,383,FRAGILE,1.8755686639467608,86.81371233191551,True,True,True,2,False,False,True,0,1,0,1,0,0,0
R0384,384,FRAGILE,1.4839850915514463,108.08445082700648,False,True,False,5,False,True,True,1,1,1,0,1,0,1
R0385,385,INFEASIBLE,0.5440821826293222,29.05640598282121,False,False,True,3,True,False,True,1,0,1,1,0,0,0
R0386,386,FRAGILE,1.4053191527248057,114.34587818177964,True,True,True,1,False,False,True,0,0,0,1,0,0,0
R0387,387,EASY,2.4589716428756283,105.23534585422658,True,True,True,2,False,False,True,0,0,0,0,0,1,1
R0388,388,INFEASIBLE,1.41276084090683,25.2629655377784,False,False,True,3,True,False,True,1,1,1,0,0,0,0
R0389,389,FRAGILE,1.571196316044378,105.87876922562702,False,True,False,5,False,True,True,1,0,1,0,1,1,1
R0390,390,EASY,1.5798873918920262,101.27832353050984,True,True,True,2,False,False,True,0,0,0,0,0,1,1
R0391,391,INFEASIBLE,0.7312948242492181,21.392874250692465,False,False,True,2,True,False,True,1,0,1,0,0,0,0
R0392,392,INFEASIBLE,1.5939237700397877,47.28959080167042,False,False,True,4,True,False,True,1,1,1,1,0,0,0
R0393,393,EASY,0.7595299974761904,77.85053518755069,True,True,True,0,False,False,False,0,0,0,0,0,0,0
R0394,394,EASY,1.1460943595261028,111.2277222737952,True,True,True,1,False,False,True,0,0,0,1,0,0,0
R0395,395,FRAGILE,1.721344984685827,89.6742248903633,False,True,False,2,False,True,True,0,1,1,0,0,0,0
R0396,396,FRAGILE,1.1192704753393166,89.2130685010629,True,True,True,3,False,False,True,0,1,0,1,0,0,1
R0397,397,EASY,0.3559715486015604,40.57789869417503,True,True,True,1,False,False,True,0,1,0,0,0,0,0
R0398,398,EASY,0.722999359427411,42.77965942855528,True,True,True,0,False,False,False,0,0,0,0,0,0,0
R0399,399,FRAGILE,1.4636562181654371,46.92364149717375,True,True,True,0,False,False,False,0,0,0,0,0,0,0
R0400,400,EASY,1.7774947572543291,117.14034737624264,False,True,False,3,False,True,True,1,1,1,0,0,0,0
R0401,401,EASY,0.3822730965279121,37.465949936031066,True,True,True,0,False,False,False,0,0,0,0,0,0,0
R0402,402,INFEASIBLE,0.9871503858395102,74.28828567900928,False,False,True,3,True,False,True,1,1,1,0,0,0,0
R0403,403,INFEASIBLE,1.5282131941014905,90.20053223405684,False,False,True,3,True,False,True,1,1,1,0,0,0,0
R0404,404,EASY,1.8125868247402568,44.6437556923358,False,True,False,3,False,True,True,1,1,1,0,0,0,0
R0405,405,INFEASIBLE,1.476218256591926,41.742771185976,False,False,True,3,True,False,True,1,0,1,1,0,0,0
R0406,406,EASY,0.9584824195619682,61.14221873560067,True,True,True,0,False,False,False,0,0,0,0,0,0,0
R0407,407,EASY,0.5359014232252427,36.80104162203843,True,True,True,0,False,False,False,0,0,0,0,0,0,0
R0408,408,FRAGILE,0.6081808723673635,55.73124803085961,True,True,True,0,False,False,False,0,0,0,0,0,0,0
R0409,409,EASY,2.9866227398831406,101.65167612794146,False,True,False,3,False,True,True,1,1,1,0,0,0,0
R0410,410,EASY,0.5910860965123969,98.22300170443737,True,True,True,0,False,False,False,0,0,0,0,0,0,0
R0411,411,FRAGILE,1.5459742129948018,116.3153239954098,False,True,False,5,False,True,True,1,1,1,1,0,1,0
R0412,412,FRAGILE,0.8703596501475727,92.94736096786832,False,True,False,6,False,True,True,1,0,1,1,1,1,1
R0413,413,EASY,0.7131590892961388,78.8143490707428,True,True,True,0,False,False,False,0,0,0,0,0,0,0
R0414,414,FRAGILE,1.1553791191880252,98.70947013139444,True,True,True,0,False,False,False,0,0,0,0,0,0,0
R0415,415,INFEASIBLE,2.7264452379708914,103.95148607764628,False,False,True,2,True,False,True,1,0,1,0,0,0,0
R0416,416,FRAGILE,0.9586490359753562,51.28057452191128,True,True,True,1,False,False,True,0,0,0,1,0,0,0
R0417,417,INFEASIBLE,0.7716773225943615,33.887234347523254,False,False,True,3,True,False,True,1,1,1,0,0,0,0
R0418,418,EASY,1.2196860966992955,71.23042120456225,True,True,True,1,False,False,True,0,0,0,1,0,0,0
R0419,419,FRAGILE,0.9363528682425132,106.5100738790636,False,True,False,3,False,True,True,1,0,1,1,0,0,0
R0420,420,INFEASIBLE,1.4329312181495837,37.53208435308753,False,False,True,2,True,False,True,1,0,1,0,0,0,0
R0421,421,INFEASIBLE,3.4409580175107,26.48086230531337,False,False,True,2,True,False,True,1,0,1,0,0,0,0
R0422,422,EASY,2.1371075816181944,63.94977994563952,True,True,True,1,False,False,True,0,0,0,1,0,0,0
R0423,423,FRAGILE,1.8667484615913184,51.64213975209709,False,True,False,4,False,True,True,1,1,1,1,0,0,0
R0424,424,INFEASIBLE,1.296778173047182,40.71527491470267,False,False,True,3,True,False,True,1,1,1,0,0,0,0
R0425,425,FRAGILE,2.4755795295266165,91.8337647355488,True,True,True,3,False,False,True,0,1,0,1,0,0,1
R0426,426,FRAGILE,1.3191875665783117,29.31960782162576,False,True,False,4,False,True,True,1,0,1,1,1,0,0
R0427,427,FRAGILE,2.27681926932112,98.91218544086928,False,True,False,1,False,True,True,0,0,1,0,0,0,0
R0428,428,FRAGILE,1.280639173456737,90.30836275863732,True,True,True,2,False,False,True,0,1,0,1,0,0,0
R0429,429,EASY,0.8091229172599754,108.6400858672848,False,True,False,4,False,True,True,1,0,1,0,0,1,1
R0430,430,EASY,1.1370621506840657,33.82810306017245,True,True,True,2,False,False,True,0,1,0,1,0,0,0
R0431,431,INFEASIBLE,1.4245071572353054,56.30280232042421,False,False,True,2,True,False,True,1,0,1,0,0,0,0
R0432,432,EASY,0.4122576369736727,95.29131580819345,True,True,True,1,False,False,True,0,1,0,0,0,0,0
R0433,433,FRAGILE,0.8214137239160202,113.782631937788,True,True,True,0,False,False,False,0,0,0,0,0,0,0
R0434,434,EASY,0.9910492973684272,49.23581414161727,True,True,True,0,False,False,False,0,0,0,0,0,0,0
R0435,435,FRAGILE,0.6688958808888582,84.29960472927739,True,True,True,0,False,False,False,0,0,0,0,0,0,0
R0436,436,FRAGILE,0.3272940957161254,65.07186376790563,True,True,True,2,False,False,True,0,1,0,1,0,0,0
R0437,437,EASY,0.7116464271539426,119.38019900911208,True,True,True,0,False,False,False,0,0,0,0,0,0,0
R0438,438,FRAGILE,2.6054554644158645,67.46005794310685,False,True,False,4,False,True,True,1,1,1,1,0,0,0
R0439,439,FRAGILE,0.630476483647962,44.98709463238093,True,True,True,0,False,False,False,0,0,0,0,0,0,0
R0440,440,INFEASIBLE,1.2028427011107965,25.6348437156526,False,False,True,3,True,False,True,1,1,1,0,0,0,0
R0441,441,EASY,0.5283616253513099,93.35125317389264,True,True,True,0,False,False,False,0,0,0,0,0,0,0
R0442,442,INFEASIBLE,2.5692654865141096,36.8948090699401,False,False,True,2,True,False,True,1,0,1,0,0,0,0
R0443,443,INFEASIBLE,1.4005122784447586,49.63121537710192,False,False,True,4,True,False,True,1,1,1,1,0,0,0
R0444,444,EASY,1.012187012260706,35.42801458747802,True,True,True,0,False,False,False,0,0,0,0,0,0,0
R0445,445,FRAGILE,2.1186574448430573,57.72018249729872,False,True,False,3,False,True,True,1,1,1,0,0,0,0
R0446,446,EASY,0.8026052131368373,90.7730492080698,False,True,False,5,False,True,True,1,1,1,1,0,0,1
R0447,447,FRAGILE,0.5020365332758338,107.96968883503672,False,True,False,5,False,True,True,1,1,1,1,1,0,0
R0448,448,FRAGILE,1.437948757943171,66.40455519073106,True,True,True,2,False,False,True,0,1,0,1,0,0,0
R0449,449,INFEASIBLE,2.2232270723249465,28.10138220951384,False,False,True,3,True,False,True,1,1,1,0,0,0,0
R0450,450,EASY,0.7012078639927958,89.63052208552605,True,True,True,0,False,False,False,0,0,0,0,0,0,0
R0451,451,EASY,2.5581444975554746,64.38711203532863,True,True,True,0,False,False,False,0,0,0,0,0,0,0
R0452,452,FRAGILE,2.841233364471245,93.23768721291066,False,True,False,2,False,True,True,0,1,1,0,0,0,0
R0453,453,INFEASIBLE,1.6121472516077116,63.13689091809357,False,False,True,3,True,False,True,1,1,1,0,0,0,0
R0454,454,INFEASIBLE,0.9456301346071632,34.181774847691415,False,False,True,3,True,False,True,1,0,1,1,0,0,0
R0455,455,EASY,0.5488388894668498,30.005695344842245,True,True,True,0,False,False,False,0,0,0,0,0,0,0
R0456,456,FRAGILE,0.6654377880097108,100.10032093677934,False,True,False,4,False,True,True,1,0,1,0,1,1,0
R0457,457,FRAGILE,1.690677134880992,50.8689086548882,False,True,False,4,False,True,True,1,1,1,1,0,0,0
R0458,458,EASY,1.931494814916536,57.97394907768465,True,True,True,2,False,False,True,0,1,0,1,0,0,0
R0459,459,FRAGILE,1.0132801724831348,27.99060699447268,True,True,True,0,False,False,False,0,0,0,0,0,0,0
R0460,460,EASY,1.927359565622681,91.49081995032888,True,True,True,1,False,False,True,0,0,0,1,0,0,0
R0461,461,INFEASIBLE,1.6063295772758672,36.47447114690186,False,False,True,3,True,False,True,1,1,1,0,0,0,0
R0462,462,FRAGILE,0.7182611310450153,100.46921748137336,True,True,True,1,False,False,True,0,1,0,0,0,0,0
R0463,463,EASY,1.752628525058886,102.97601154995913,True,True,True,0,False,False,False,0,0,0,0,0,0,0
R0464,464,EASY,0.9695311242132384,71.99156671283943,True,True,True,0,False,False,False,0,0,0,0,0,0,0
R0465,465,EASY,0.7090358981665341,90.38950074621536,True,True,True,2,False,False,True,0,1,0,1,0,0,0
R0466,466,EASY,1.5184362194599927,103.36927834851264,True,True,True,3,False,False,True,0,1,0,1,1,0,0
R0467,467,FRAGILE,1.8799304327374304,95.70212769506072,True,True,True,4,False,False,True,1,1,0,1,0,1,0
R0468,468,INFEASIBLE,1.3628081930117488,26.412739590283703,False,False,True,3,True,False,True,1,1,1,0,0,0,0
R0469,469,FRAGILE,0.8722477538931072,27.696529526757367,False,True,False,5,False,True,True,1,1,1,1,1,0,0
R0470,470,EASY,0.7436337213378822,95.5738985597494,False,True,False,5,False,True,True,1,1,1,0,0,1,1
R0471,471,FRAGILE,0.8232130508964719,44.368299430318295,True,True,True,1,False,False,True,0,1,0,0,0,0,0
R0472,472,EASY,1.1063339841085982,40.23889490463075,True,True,True,0,False,False,False,0,0,0,0,0,0,0
R0473,473,EASY,0.3880288190237515,112.03206753847248,True,True,True,4,False,False,True,0,1,0,1,1,1,0
R0474,474,FRAGILE,0.5402834446672813,79.48555760334202,True,True,True,0,False,False,False,0,0,0,0,0,0,0
R0475,475,INFEASIBLE,1.366157337275386,31.77087686423978,False,False,True,2,True,False,True,1,0,1,0,0,0,0
R0476,476,FRAGILE,1.3644659878821457,81.25801148366867,True,True,True,0,False,False,False,0,0,0,0,0,0,0
R0477,477,FRAGILE,1.7299375887317674,89.90847172776064,False,True,False,3,False,True,True,1,1,1,0,0,0,0
R0478,478,EASY,1.2323322274584745,54.39370743004543,True,True,True,1,False,False,True,0,0,0,1,0,0,0
R0479,479,FRAGILE,2.425193624536499,89.35102060676117,False,True,False,1,False,True,True,0,0,1,0,0,0,0
R0480,480,EASY,1.1208626551890322,35.82617425792084,True,True,True,2,False,False,True,0,1,0,1,0,0,0
R0481,481,EASY,2.146497160488799,95.05346605895816,False,True,False,4,False,True,True,1,1,1,0,0,0,1
R0482,482,INFEASIBLE,0.8864668085593607,48.606339393370575,False,False,True,3,True,False,True,1,1,1,0,0,0,0
